开放の森12	11112	225	0	17	1	108	79	110	86	120	2	0	10001	10002	12806	-1	-1	-1	-1	-1	-1	-1	800	700	300	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森13	11113	225	0	17	1	108	59	111	75	128	2	0	10001	10002	10004	12806	-1	-1	-1	-1	-1	-1	800	700	500	300	-1	-1	-1	-1	-1	-1	-1	
开放の森14	11114	225	0	17	1	108	45	107	62	120	2	0	10002	10005	12801	-1	-1	-1	-1	-1	-1	-1	700	400	800	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森15	11115	225	0	17	1	108	33	96	42	106	2	0	10000	10007	12802	-1	-1	-1	-1	-1	-1	-1	1000	200	700	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森16	11116	225	0	17	1	108	21	123	41	131	2	0	10001	10002	10003	12804	-1	-1	-1	-1	-1	-1	800	700	600	500	-1	-1	-1	-1	-1	-1	-1	
开放の森17	11117	225	0	17	1	108	17	96	25	106	2	0	10001	10003	10004	12803	-1	-1	-1	-1	-1	-1	800	600	500	600	-1	-1	-1	-1	-1	-1	-1	
开放の森18	11118	225	0	17	1	108	21	58	48	100	2	0	10000	10001	10002	10003	10004	12801	-1	-1	-1	-1	1000	800	700	600	500	800	-1	-1	-1	-1	-1	
开放の森19	11119	225	0	17	1	108	21	58	48	100	2	0	10000	10001	10002	10003	10004	12801	-1	-1	-1	-1	1000	800	700	600	500	800	-1	-1	-1	-1	-1	
开放の森20	11120	225	0	17	1	108	51	79	75	106	1	900	12808	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森21	11121	225	0	17	1	108	105	13	123	44	1	950	12809	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森22	11122	225	0	17	1	108	82	94	104	120	1	900	10008	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の森23	11123	225	0	17	1	108	71	36	95	69	1	950	10009	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛BASE	13100	226	0	245	1	2062	1	1	140	140	1	50	18211	11201	18255	-1	-1	-1	-1	-1	-1	-1	1000	600	4	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛1	13101	226	0	245	1	2062	74	15	81	27	2	0	12006	11201	11200	-1	-1	-1	-1	-1	-1	-1	900	600	500	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛2	13102	226	0	245	1	2062	87	14	101	25	2	0	11201	11200	-1	-1	-1	-1	-1	-1	-1	-1	600	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛3	13103	226	0	245	1	2062	91	46	95	58	2	0	11201	11200	12000	-1	-1	-1	-1	-1	-1	-1	600	500	600	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛4	13104	226	0	245	1	2062	50	26	53	52	2	0	11201	12404	12001	-1	-1	-1	-1	-1	-1	-1	600	1000	500	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛5	13105	226	0	245	1	2062	25	42	33	60	2	0	12404	12002	-1	-1	-1	-1	-1	-1	-1	-1	1000	800	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛6	13106	226	0	245	1	2062	34	59	37	68	2	0	11201	12003	-1	-1	-1	-1	-1	-1	-1	-1	640	600	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛7	13107	226	0	245	1	2062	46	61	50	70	2	0	11201	12004	-1	-1	-1	-1	-1	-1	-1	-1	640	800	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛8	13108	226	0	245	1	2062	65	56	68	82	2	0	11201	12006	-1	-1	-1	-1	-1	-1	-1	-1	620	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛9	13109	226	0	245	1	2062	41	82	55	108	2	0	11201	12400	12401	-1	-1	-1	-1	-1	-1	-1	620	1000	800	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛10	13110	226	0	245	1	2062	31	82	37	94	2	0	11201	12401	-1	-1	-1	-1	-1	-1	-1	-1	600	800	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛11	13111	226	0	245	1	2062	76	99	82	107	2	0	11201	12401	12402	-1	-1	-1	-1	-1	-1	-1	600	800	700	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛12	13112	226	0	245	1	2062	47	97	55	112	2	0	11201	12404	12407	-1	-1	-1	-1	-1	-1	-1	620	1000	600	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛13	13113	226	0	245	1	2062	93	104	95	102	2	0	11201	12410	-1	-1	-1	-1	-1	-1	-1	-1	620	400	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛14	13114	226	0	245	1	2062	106	24	111	45	2	0	11201	12000	12001	12002	-1	-1	-1	-1	-1	-1	640	600	500	800	-1	-1	-1	-1	-1	-1	-1	
开放の岛15	13115	226	0	245	1	2062	109	45	115	81	2	0	11601	12407	-1	-1	-1	-1	-1	-1	-1	-1	600	600	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛16	13116	226	0	245	1	2062	85	79	93	98	2	0	11601	12407	-1	-1	-1	-1	-1	-1	-1	-1	600	600	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛17	13117	226	0	245	1	2062	65	26	78	34	2	0	11601	12407	-1	-1	-1	-1	-1	-1	-1	-1	600	600	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛18	13118	226	0	245	1	2062	57	114	80	132	2	0	11601	12407	-1	-1	-1	-1	-1	-1	-1	-1	680	600	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛19	13119	226	0	245	1	2062	102	47	121	66	1	900	12416	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛20	13120	226	0	245	1	2062	102	15	122	44	1	900	12417	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛21	13121	226	0	245	1	2062	106	76	123	110	1	950	12418	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛22	13122	226	0	245	1	2062	88	60	101	73	1	950	12419	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放の岛2BASE	13200	226	0	245	1	2062	1	1	140	140	1	50	18211	11201	18255	-1	-1	-1	-1	-1	-1	-1	1000	600	4	-1	-1	-1	-1	-1	-1	-1	-1	
开放狩?@19	15121	226	0	245	1	2062	116	44	121	50	1	900	12416	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放狩?@20	15122	226	0	245	1	2062	102	67	107	83	1	900	12417	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放狩?@22	15123	226	0	245	1	2062	102	47	108	66	1	950	12418	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
开放狩?@23	15124	226	0	245	1	2062	88	60	101	73	1	950	12419	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
